id,title,overview,genres,cast,director,keywords,vote_average,popularity
12,Finding Nemo,"A tale which follows the comedic and eventful journeys of two fish, the fretful Marlin and his young son Nemo, who are separated from each other in the Great Barrier Reef when Nemo is unexpectedly taken from his home and thrust into a fish tank in a dentist's office overlooking Sydney Harbor. Buoyed by the companionship of a friendly but forgetful fish named Dory, the overly cautious Marlin embarks on a dangerous trek and finds himself the unlikely hero of an epic journey to rescue his son.","Animation,Family","Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,Brad Garrett",Andrew Stanton|Lee Unkrich,"predator,harbor,animation,seagull,underwater",7.4,3.440519
310,Bruce Almighty,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.","Fantasy,Comedy","Jim Carrey,Jennifer Aniston,Philip Baker Hall,Catherine Bell,Lisa Ann Walter",Tom Shadyac,"christianity,moon,responsability,moses,street gang",6.3,2.899533
508,Love Actually,Follows seemingly unrelated people as their lives begin to intertwine while they fall in â€“ and out â€“ of love. Affections languish and develop as Christmas draws near.,"Comedy,Romance,Drama","Bill Nighy,Gregor Fisher,Colin Firth,Sienna Guillory,Liam Neeson",Richard Curtis,"london,male nudity,female nudity,love at first sight,u.s. president",6.9,2.793616
10719,Elf,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.","Romance,Comedy,Family,Fantasy","Will Ferrell,James Caan,Zooey Deschanel,Mary Steenburgen,Daniel Tay",Jon Favreau,"holiday,elves,santa claus,looking for  birth parents,north pole",6.5,2.710192
296,Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor â€¦ just like he promised.","Action,Thriller,Science Fiction","Arnold Schwarzenegger,Nick Stahl,Claire Danes,Kristanna Loken,David Andrews",Jonathan Mostow,"saving the world,artificial intelligence,man vs machine,cyborg,killer robot",5.8,2.686888
1278,The Dreamers,A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the '68 Paris student riots.,"Drama,Romance","Michael Pitt,Eva Green,Louis Garrel,Anna Chancellor,Robin Renucci",Bernardo Bertolucci,"paris,love triangle,male nudity,female nudity,bathroom",7.1,2.643906
587,Big Fish,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.","Adventure,Fantasy,Drama","Ewan McGregor,Albert Finney,Billy Crudup,Jessica Lange,Helena Bonham Carter",Tim Burton,"circus,father-son relationship,witch,fish,fishing",7.4,2.491591
9480,Daredevil,"He dwells in a world of eternal night, but the blackness is filled with sounds and scents, tastes and textures that most cannot perceive. Although attorney Matt Murdock is blind, his other four senses function with superhuman sharpness. By day, Murdock represents the downtrodden. At night he is Daredevil, a masked vigilante stalking the dark streets of the city, a relentless avenger of justice.","Fantasy,Action,Crime,Science Fiction,Thriller","Ben Affleck,Jennifer Garner,Colin Farrell,Michael Clarke Duncan,Jon Favreau",Mark Steven Johnson,"blindness and impaired vision,superhero,voice over narration,daredevil,hazardous waste",4.9,2.394195
8273,American Wedding,"With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.","Comedy,Romance","Jason Biggs,Alyson Hannigan,Seann William Scott,Eddie Kaye Thomas,Thomas Ian Nicholas",Jesse Dylan,"handcuffs,sister sister relationship,spanner,blow job,stag night",6.0,2.182292
8698,The League of Extraordinary Gentlemen,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.","Fantasy,Action,Thriller,Science Fiction","Sean Connery,Peta Wilson,Shane West,Stuart Townsend,Jason Flemyng",Stephen Norrington,"saving the world,men,captain nemo,allan quatermain",5.6,1.830211
9654,The Italian Job,"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.","Thriller,Action,Crime","Mark Wahlberg,Charlize Theron,Jason Statham,Edward Norton,Fausto Callegarini",F. Gary Gray,"venice,california,train station,helicopter,austria",6.6,1.798132
14873,The Jungle Book 2,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.","Family,Animation,Adventure","John Goodman,Haley Joel Osment,Mae Whitman,Phil Collins,Connor Funk",Steve Trenbirth,"river,musical,tiger,village,feral child",5.6,1.781615
153,Lost in Translation,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",Drama,"Bill Murray,Scarlett Johansson,Anna Faris,Giovanni Ribisi,Akiko Takeshita",Sofia Coppola,"upper class,hotel room,age difference,commercial,karaoke",7.3,1.765322
10147,Bad Santa,"A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot.","Drama,Comedy,Crime","Billy Bob Thornton,Tony Cox,Brett Kelly,Lauren Graham,Bernie Mac",Terry Zwigoff,"holiday,elves,christmas party,safe,little people",6.2,1.70302999999999
9486,Johnny English,Rowan plays the eponymous lead character in a spoof spy thriller. During the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot.,"Adventure,Action,Comedy","Rowan Atkinson,John Malkovich,Natalie Imbruglia,Tasha de Vasconcelos,Ben Miller",Peter Howitt,"spy,hero,queen,intelligence,coronation",6.0,1.661911
10009,Brother Bear,"When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.","Animation,Adventure,Family,Fantasy","Joaquin Phoenix,Jeremy Suarez,Rick Moranis,Joan Copeland,Michael Clarke Duncan",Aaron Blaise|Robert Walker,"grizzly bear,chase,transformation,friendship,eskimo",6.8,1.653031
10601,Peter Pan,"In stifling Edwardian London, Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay, swashbuckling and the fearsome Captain Hook. But the children become the heroes of an even greater story, when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland.","Adventure,Fantasy,Family","Jeremy Sumpter,Jason Isaacs,Rachel Hurd-Wood,Richard Briers,Olivia Williams",P.J. Hogan,"flying,liberation,fairy,peter pan,pirate gang",6.7,1.650018
4256,Scary Movie 3,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",Comedy,"Pamela Anderson,Jenny McCarthy,Marny Eng,Charlie Sheen,Simon Rex",David Zucker,horror spoof,5.6,1.64806899999999
10028,Honey,"Honey Daniels (Jessica Alba) dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director (David Moscow) who casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.",Music,"Jessica Alba,Mekhi Phifer,Joy Bryant,Romeo Miller,David Moscow",Bille Woodruff,"new york,dancing,hip-hop,dream,dance",6.0,1.635524
8409,A Man Apart,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.","Action,Drama","Vin Diesel,Larenz Tate,Timothy Olyphant,Geno Silva,Jacqueline Obradors",F. Gary Gray,"repayment,arbitrary law,cop,loss of wife",5.7,1.626534
1584,The School of Rock,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.","Comedy,Music","Jack Black,Joan Cusack,Mike White,Sarah Silverman,Adam Pascal",Richard Linklater,"rock and roll,rock,high school,music band",6.6,1.622704
616,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.","Drama,Action,War,History","Tom Cruise,Ken Watanabe,William Atherton,Chad Lindberg,Billy Connolly",Edward Zwick,"japan,suicide,civil war,indian,war crimes",7.1,1.622536
8961,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcusâ€™ sexy sister.","Adventure,Action,Comedy,Thriller,Crime","Martin Lawrence,Will Smith,Jordi MollÃ ,Gabrielle Union,Peter Stormare",Michael Bay,"miami,ku klux klan,cuba,undercover,mexican standoff",6.3,1.615231
1996,Lara Croft Tomb Raider: The Cradle of Life,"Intrepid British archaeologist Lara Croft has made perhaps the most important archaeological discovery in history: an orb that leads to the mythical Pandora's Box. Unfortunately, the orb falls into the hands of Jonathan Reiss, an evil scientist who deals in killer viruses and hopes to sell the secrets of the box as the ultimate weapon.","Action,Adventure,Fantasy,Thriller","Angelina Jolie,Gerard Butler,Noah Taylor,Djimon Hounsou,Til Schweiger",Jan de Bont,"riddle,treasure,medaillon,kenia,alexander the great",5.5,1.569435
9902,Wrong Turn,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.","Horror,Thriller","Desmond Harrington,Eliza Dushku,Emmanuelle Chriqui,Jeremy Sisto,Kevin Zegers",Rob Schmidt,"life and death,death of a friend,parts of dead body",5.9,1.565393
2832,Identity,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.","Mystery,Thriller","John Cusack,Ray Liotta,Amanda Peet,John Hawkes,Alfred Molina",James Mangold,"weather,multiple character,scream,convict,psychopathy",7.0,1.518131
8619,Master and Commander: The Far Side of the World,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",Adventure,"Russell Crowe,Paul Bettany,James D'Arcy,Billy Boyd,Joseph Morgan",Peter Weir,"naturalist,frigate,self surgery,sea battle,weevil",6.6,1.491266
11820,Mona Lisa Smile,"The story of Katherine Ann Watson, a feminist teacher who studied at UCLA graduate school and in 1953 left her boyfriend behind in Los Angeles, California to teach at Wellesley College, a conservative women's private liberal arts college in Massachusetts, United States.","Drama,Romance","Julia Roberts,Kirsten Dunst,Julia Stiles,Maggie Gyllenhaal,Ginnifer Goodwin",Mike Newell,"faculty,art history,rowing,school nurse,femininity",6.2,1.454687
322,Mystic River,"A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.","Thriller,Crime,Drama,Mystery","Sean Penn,Tim Robbins,Kevin Bacon,Marcia Gay Harden,Kevin Chapman",Clint Eastwood,"child abuse,sexual abuse,loss of child,repayment,suppressed past",7.4,1.428302
55931,The Animatrix,"Straight from the creators of the groundbreaking Matrix trilogy, this collection of short animated films from the world's leading anime directors fuses computer graphics and Japanese anime to provide the background of the Matrix universe and the conflict between man and machines. The shorts include Final Flight of the Osiris, The Second Renaissance, Kid's Story, Program, World Record, Beyond, A Detective Story and Matriculated.","Animation,Science Fiction","Keanu Reeves,Carrie-Anne Moss,Clayton Watson,Pamela Adlon,Melinda Clarke",Peter Chung|Yoshiaki Kawajiri|Takeshi Koike|Mahiro Maeda|KÃ´ji Morimoto|Shinichiro Watanabe|Andrew R. Jones,"alternate reality,matrix",6.6,1.414421
9506,Anger Management,"After a misunderstanding aboard an airplane that escalates out of control, the mild-mannered Dave Buznik is ordered by Judge Daniels to attend anger management sessions run by Doctor Buddy Rydell, which are filled with highly eccentric and volatile men and women. Buddy's unorthodox approach to therapy is confrontational and abrasive and Dave is bewildered by it. Then, after yet another mishap, Judge Daniels orders Dave to step up his therapy or wind up in jail. So, Buddy moves in with Dave to help him battle his inner demons. Buddy himself has no inner demons since he acts out at every opportunity and that includes making lewd comments about Dave's girlfriend Linda and goading Dave into confronting every slight, past or present, head-on. But Buddy finally goes too far and Dave must decide whether to crawl back into his shell or stand up for himself. Could it be that Buddy's confounding and contradictory treatment is just what the doctor ordered?",Comedy,"Adam Sandler,Jack Nicholson,Luis GuzmÃ¡n,Marisa Tomei,January Jones",Peter Segal,"penalty,nudity,therapist,psychology,aggression",5.9,1.412354
9341,The Core,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.","Action,Thriller,Adventure,Science Fiction","Aaron Eckhart,Hilary Swank,Delroy Lindo,Stanley Tucci,TchÃ©ky Karyo",Jon Amiel,"magnetic field,center of the earth,disaster film",5.3,1.412067
1927,Hulk,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.","Action,Science Fiction","Eric Bana,Jennifer Connelly,Sam Elliott,Josh Lucas,Nick Nolte",Ang Lee,"san francisco,monster,mutation,berkeley,transformation",5.2,1.387163
1428,Once Upon a Time in Mexico,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",Action,"Antonio Banderas,Salma Hayek,Johnny Depp,Eva Mendes,Mickey Rourke",Robert Rodriguez,"corruption,cia",6.1,1.318505
11635,Old School,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,Comedy,"Luke Wilson,Will Ferrell,Vince Vaughn,Ellen Pompeo,Leah Remini",Todd Phillips,"sex doll,streaking,mouth to mouth resuscitation",6.6,1.280654
9919,How to Lose a Guy in 10 Days,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.","Comedy,Romance","Kate Hudson,Matthew McConaughey,Kathryn Hahn,Annie Parisse,Adam Goldberg",Donald Petrie,"new york,bet,journalist,therapist,advertising expert",6.2,1.209598
6038,Shanghai Knights,"The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.","Action,Adventure,Comedy,Western","Jackie Chan,Owen Wilson,Fann Wong,Aaron Taylor-Johnson,Aidan Gillen",David Dobkin,"london,indian territory,emperor,revenge,murder",5.9,1.204207
9257,S.W.A.T.,"Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.","Action,Thriller,Crime","Samuel L. Jackson,Colin Farrell,Michelle Rodriguez,LL Cool J,Josh Charles",Clark Johnson,"liberation,transport of prisoners,special unit,weapon,los angeles",5.8,1.158663
9567,Tears of the Sun,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.","Action,Drama,War","Bruce Willis,Monica Bellucci,Cole Hauser,Eamonn Walker,Johnny Messner",Antoine Fuqua,"us army,nigeria,president",6.4,1.125044
10327,"Legally Blonde 2: Red, White & Blonde","After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.",Comedy,"Reese Witherspoon,Sally Field,Regina King,Jennifer Coolidge,James Newman",Charles Herman-Wurmfeld,"washington d.c.,boston,chambers of a barrister,tierversuch,lawyer",5.2,1.118671
8965,Atlantis: Milo's Return,"Three different stories come to life in this sequel to the hit animated Disney adventure. Explorer Milo Thatch, his new sweetheart, Queen Kida, and the rest of the team are preparing to rebuild the underwater city. But trouble crops up. Harnessing the power of the crystal of Atlantis, the adventurers set out to defend their kingdom against dark forces that threaten from sand, sea and snow.","Fantasy,Animation,Science Fiction,Family,Action","James Arnold Taylor,Cree Summer,John Mahoney,Jacqueline Obradors,Don Novello",Toby Shelton|Victor Cook|Tad Stones,"atlantis,aggression by animal,sequel,norse mythology",5.4,1.103879
10588,The Cat in the Hat,"Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.","Comedy,Fantasy,Family","Mike Myers,Dakota Fanning,Spencer Breslin,Kelly Preston,Alec Baldwin",Bo Welch,"boredom,chaos,siblings,step father,spaÃŸ",5.0,1.101383
10330,Freaky Friday,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancÃ©. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.","Comedy,Family,Fantasy","Jamie Lee Curtis,Lindsay Lohan,Mark Harmon,Harold Gould,Haley Hudson",Mark Waters,"single parent,brother sister relationship,mistake in person,bride,body exchange",6.0,1.096211
14411,Sinbad: Legend of the Seven Seas,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.","Family,Animation,Adventure","Brad Pitt,Catherine Zeta-Jones,Michelle Pfeiffer,Joseph Fiennes,Dennis Haysbert",Tim Johnson|Patrick Gilmore,"prince,water monster",6.3,1.072356
9562,Timeline,A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.,"Action,Adventure,Science Fiction","Paul Walker,Frances O'Connor,Gerard Butler,Billy Connolly,David Thewlis",Richard Donner,"professor,time travel,hundred years' war,excavation,la roque",5.1,1.047214
9620,Paycheck,"Michael Jennings is a genius who's hired â€“ and paid handsomely â€“ by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid â€“ and why he's now in hot water.","Action,Adventure,Mystery,Science Fiction,Thriller","Ben Affleck,Aaron Eckhart,Uma Thurman,Paul Giamatti,Colm Feore",John Woo,"prophecy,engineer,scientist,millionaire",5.7,1.024891
9471,Charlie's Angels: Full Throttle,"The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed, the ladies target a rogue agent who might be responsible.","Action,Adventure,Comedy,Crime","Cameron Diaz,Drew Barrymore,Lucy Liu,Bernie Mac,Robert Patrick",McG,"robbery,secret identity,secret agent",5.3,1.01154599999999
6964,Something's Gotta Give,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.","Drama,Comedy,Romance","Jack Nicholson,Diane Keaton,Keanu Reeves,Frances McDormand,Amanda Peet",Nancy Meyers,"age difference,ladykiller,woman director",6.2,1.005582
10756,The Haunted Mansion,"Workaholic Jim Evers and his wife/business partner, Sara get a call one night from mansion owner, Edward Gracey wants to sell his house. Once the Evers family arrive at the mansion a butler takes them to dine with Gracey. Gracey takes one look at Sara and he thinks she's his lost lover.","Thriller,Fantasy,Comedy,Family,Mystery","Eddie Murphy,Terence Stamp,Nathaniel Parker,Marsha Thomason,Jennifer Tilly",Rob Minkoff,"secret passage,magic,estate agent,haunted house,family vacation",5.1,1.004692
4970,Gothika,"After a car crash, a criminal psychologist (Halle Berry) comes to, only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband -- but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.","Horror,Thriller","Halle Berry,Robert Downey Jr.,Charles S. Dutton,PenÃ©lope Cruz,John Carroll Lynch",Mathieu Kassovitz,"amnesia,patient,trust,false accusations,medication",5.8,0.997525
470,21 Grams,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English Ã©migrÃ©, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.","Drama,Crime,Thriller","Sean Penn,Naomi Watts,Benicio del Toro,Danny Huston,Carly Nahon",Alejandro GonzÃ¡lez IÃ±Ã¡rritu,"life and death,transplantation,suicide attempt,desperation,loss of family",7.0,0.995361
9358,Final Destination 2,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.","Horror,Mystery","Ali Larter,A.J. Cook,Michael Landes,Tony Todd,Keegan Connor Tracy",David R. Ellis,"ambulance,premonition,hospital",5.9,0.981031
9373,The Texas Chainsaw Massacre,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding killer and his family of equally psychopathic killers.",Horror,"Jessica Biel,Jonathan Tucker,Erica Leerhsen,Mike Vogel,Eric Balfour",Marcus Nispel,"trauma,psychopath,stalker,friends,murder",6.0,0.920571
1647,The Recruit,A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency.,"Action,Thriller,Crime,Drama","Al Pacino,Colin Farrell,Bridget Moynahan,Gabriel Macht,Kenneth Mitchell",Roger Donaldson,"spy,cia,extramarital affair",5.9,0.894267
11007,Cheaper by the Dozen,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.","Comedy,Drama,Family","Steve Martin,Bonnie Hunt,Piper Perabo,Tom Welling,Hilary Duff",Shawn Levy,"big family,new job,aspiring actor,smart kid",5.8,0.876158
2289,Cold Mountain,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",Drama,"Jude Law,Nicole Kidman,RenÃ©e Zellweger,Eileen Atkins,Brendan Gleeson",Anthony Minghella,"loss of lover,loss of family,deserter,loss of father,love of one's life",6.5,0.875247999999999
9282,11:14,Tells the seemingly random yet vitally connected story of a set of incidents that all converge one evening at 11:14pm. The story follows the chain of events of five different characters and five different storylines that all converge to tell the story of murder and deceit.,"Crime,Drama,Thriller","Henry Thomas,Blake Heron,Barbara Hershey,Hilary Swank,Clark Gregg",Greg Marcks,"alcohol,sex,robbery,secret,gun",6.7,0.872052
8326,Holes,"Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake, he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.","Adventure,Family,Drama,Comedy","Sigourney Weaver,Jon Voight,Tim Blake Nelson,Patricia Arquette,Shia LaBeouf",Andrew Davis,"curse,suitor,false accusations,reference to annabel lee,digging",6.4,0.853359
10610,The Medallion,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,"Thriller,Fantasy,Action,Comedy","Jackie Chan,Lee Evans,Claire Forlani,Julian Sands,John Rhys-Davies",Gordon Chan,"detective,medaillon,leather jacket,wretch,fighter",5.3,0.84781
11023,Thirteen,"Tracy is a normal 13-year-old trying to make it in school. After befriending the most popular girl at school, Evie, Tracy's world is turned upside down when Evie introduces her to a world of sex, drugs and cash. But it isn't long before Tracy's new world and attitude finally takes a toll on her, her family, and old friends.",Drama,"Evan Rachel Wood,Nikki Reed,Vanessa Hudgens,Holly Hunter,Brady Corbet",Catherine Hardwicke,"cheating,lesbian kiss,dysfunctional family,teen angst,underage drinking",6.6,0.841686
6466,Freddy vs. Jason,"Evil dream-demon Freddy Krueger devises a plan to manipulate the unstoppable Jason Vorhees into hacking up the teenagers of Elm Street in an effort to make people remember the name Freddy Krueger, thus freeing him from limbo.",Horror,"Robert Englund,Ken Kirzinger,Jason Ritter,Monica Keena,Lochlyn Munro",Ronny Yu,"freddy krueger,murder,teenager,movie reality crossover,bad dream",5.7,0.820611
10623,Cradle 2 the Grave,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.","Action,Crime,Drama","Jet Li,DMX,Kelly Hu,Anthony Anderson,Tom Arnold",Andrzej Bartkowiak,"robbery,diamant,intelligence,bank robber,thief",5.9,0.796421
13062,Boundin',"On a high mountain plain lives a lamb with wool of such remarkable sheen that he breaks into high-steppin' dance. But there comes a day when he loses his lustrous coat and, along with it, his pride. It takes a wise jackalope - a horn-adorned rabbit - to teach the moping lamb that wooly or not, it's what's inside that'll help him rebound from life's troubles.","Animation,Family",Bud Luckey,Bud Luckey|Roger Gould,"jumping,pixar animated short",7.0,0.786916
10715,Looney Tunes: Back in Action,"Bugs Bunny and Daffy Duck are up to their feuding ways again. Tired of playing second fiddle to Bugs, Daffy has decided to leave the Studio for good. He is aided by Warner Bros.' humor impaired Vice President of Comedy, Kate Houghton, who releases him from his contract and instructs WB security guard/aspiring stunt man DJ Drake to capture and ""escort"" Daffy off the studio lot.","Animation,Comedy,Family","Brendan Fraser,Jenna Elfman,Steve Martin,Timothy Dalton,Heather Locklear",Joe Dante,"spy,duck,bunny,wretch,film industry",5.5,0.783216
10782,Basic,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,"Action,Drama,Mystery,Thriller,Crime","John Travolta,Connie Nielsen,Samuel L. Jackson,Giovanni Ribisi,Tim Daly",John McTiernan,"drug addiction,military court,panama,military service,court",6.0,0.760656999999999
